GeneSymbol,miRNA,mirDIPscore,r_values, p_values,false_discovery_rate
RLF,hsa-miR-142-3p,0.926321655410841,-0.142666600141665,0.00123574172689761,0.00426578844865234
NOVA1,hsa-miR-200b-3p,0.926142424662741,-0.0996672595099407,0.0243926479481859,0.0452094691222963
DNAJC13,hsa-miR-200a-3p,0.926121973302319,-0.098559455477177,0.0260312096774781,0.047524432992697
LRRC8D,hsa-miR-30b-5p,0.925997009180241,-0.189840425733788,1.5888888137134e-05,0.000111706583794217
PRDM1,hsa-miR-30b-5p,0.925868936870061,-0.117031972874317,0.00815544727750254,0.0194184971922562
HBP1,hsa-miR-130b-3p,0.925643389107805,-0.281035542912547,1.03475572886128e-10,2.61405661204386e-09
CNOT7,hsa-miR-130b-3p,0.925550902948939,-0.140789590388633,0.00143475896608556,0.00482182557400914
TCF12,hsa-miR-200a-3p,0.925500738562319,-0.107123021425917,0.0155115427352743,0.0320542483962855
KPNA3,hsa-miR-30b-5p,0.924719793833657,-0.105671950906599,0.0169753940483065,0.0343564598099781
ERBIN,hsa-miR-130b-3p,0.924563339736721,-0.0975754886879315,0.0275653032946927,0.0496572056784733
CAMSAP2,hsa-miR-200a-3p,0.924550309621902,-0.141685291502465,0.00133637683543371,0.00454816131930195
NDEL1,hsa-miR-30b-5p,0.924499093601267,-0.114322654763408,0.00976871277492228,0.0224010456117491
CDC37L1,hsa-miR-106b-5p,0.924401623461121,-0.163257799359915,0.000213313434228091,0.00100308348657289
PLCB1,hsa-miR-130b-3p,0.924103071320557,-0.184823135844483,2.67045890760808e-05,0.000173380232037006
CNOT6,hsa-miR-130b-3p,0.923950182902172,-0.158418810310312,0.000328746699986218,0.00143180688255104
ADCY1,hsa-miR-130b-3p,0.923923813031978,-0.14588992180138,0.000952243277972499,0.00345422343691775
UBE2J1,hsa-miR-30b-5p,0.923889575094951,-0.207658822930714,2.2480352799268e-06,2.07980173604061e-05
CLCN5,hsa-miR-153-3p,0.923351098632921,-0.1133635001396,0.0104044239170571,0.0235384188729364
PAN3,hsa-miR-130b-3p,0.923321364358817,-0.107512511070993,0.0151379845175166,0.0314866409377192
ST8SIA4,hsa-miR-30b-5p,0.923299029551106,-0.12214778379438,0.00574368380596761,0.0147094259414726
YWHAG,hsa-miR-200a-3p,0.923298255718826,-0.18253958385125,3.36709010358174e-05,0.000212121496439113
LGR4,hsa-miR-34a-5p,0.92313413253282,-0.156987407269047,0.000372744875577235,0.00158705585049059
INPP5A,hsa-miR-142-3p,0.922943948851248,-0.315684504637765,2.89618830296295e-13,1.08075163760358e-11
FEZ2,hsa-miR-200b-3p,0.922543228301475,-0.162786985457173,0.000222601359882543,0.00103942127154127
ACSL4,hsa-miR-106b-5p,0.922502049168045,-0.135310262867552,0.00219619112658922,0.00678941073333014
ZFYVE26,hsa-miR-106b-5p,0.922330750688091,-0.166125356827047,0.000164131923638894,0.000808072379643051
ATXN1,hsa-miR-141-3p,0.922194225055456,-0.112591218991036,0.0109426762898988,0.0244780596999049
PTCH1,hsa-miR-16-5p,0.921930277324759,-0.207984885964253,2.16545159932119e-06,2.01368529795669e-05
PLAG1,hsa-miR-106b-5p,0.921819507818317,-0.10073010491555,0.0229051348307384,0.0431493968960929
C1orf21,hsa-miR-200a-3p,0.921644512438561,-0.116937102459563,0.00820765122418262,0.0195187386083609
NR5A2,hsa-miR-30b-5p,0.921554997421426,-0.131922947725243,0.00283591839097459,0.00836206116904509
ANKFY1,hsa-miR-106b-5p,0.920872114067501,-0.227452434138649,2.07820292254011e-07,2.53710991373212e-06
ZFP91,hsa-miR-106b-5p,0.920681664352055,-0.243332769387621,2.61231882874363e-08,3.96412266846154e-07
CHD9,hsa-miR-130b-3p,0.92043596989407,-0.183518663820242,3.04959670159381e-05,0.000194745009945417
USP33,hsa-miR-130b-3p,0.920085312909363,-0.169404206317751,0.000120987389259642,0.000624298427351274
TGFBR3,hsa-miR-16-5p,0.920080023101787,-0.1309227804486,0.00305491634141034,0.00887370967906666
CAPZA1,hsa-miR-30b-5p,0.919992071190815,-0.226131470088224,2.45318922341967e-07,2.94893010793057e-06
PGRMC2,hsa-miR-200a-3p,0.919971038839051,-0.108440704381351,0.0142794351000249,0.0300732597835369
ZBTB5,hsa-miR-193a-3p,0.919623436811668,-0.214841130940375,9.72169102099929e-07,9.92065868332031e-06
STAG2,hsa-miR-21-5p,0.919453695215875,-0.24926975544301,1.15797472025636e-08,1.90862573266053e-07
ULK2,hsa-miR-130b-3p,0.919432944357417,-0.0981022543260986,0.0267346259835706,0.0484954506879674
ROCK2,hsa-miR-138-5p,0.91938730902023,-0.149346135149277,0.000715868804655658,0.00272398114478004
ZDHHC17,hsa-miR-34a-5p,0.919359993081427,-0.117698941798392,0.0077967256837757,0.0187515798142716
FAM13C,hsa-miR-106b-5p,0.919295023617889,-0.188152722940466,1.89498984987685e-05,0.00012990181149968
TLE4,hsa-miR-106b-5p,0.919126610780968,-0.139482176438941,0.0015903504473264,0.00523512877188088
MLLT10,hsa-miR-130b-3p,0.918790979303736,-0.139244365273102,0.00162026374882544,0.00531638467875942
CDK17,hsa-miR-200c-3p,0.918616775643015,-0.128973700925968,0.0035264139362366,0.00996264538083881
BNIP3L,hsa-miR-138-5p,0.918606921935528,-0.162731658039962,0.000223717341635037,0.00104337124524644
R3HDM1,hsa-miR-30b-5p,0.918510002100322,-0.141004687007583,0.00141054394610861,0.0047534014342311
AUTS2,hsa-miR-153-3p,0.918393032661349,-0.181416405842522,3.7698244039117e-05,0.000233657687100673
SATB2,hsa-miR-33a-5p,0.918321837607807,-0.207127476481371,2.3891090587796e-06,2.19455267955524e-05
KRIT1,hsa-miR-21-5p,0.918320527171456,-0.176601436060418,6.07197008216603e-05,0.000349681545660674
WDR47,hsa-miR-130b-3p,0.917909183513991,-0.182467704093178,3.39159251555249e-05,0.000213525839577132
ZEB1,hsa-miR-200c-3p,0.91774624478501,-0.120720019166774,0.00634225194430194,0.0158864103926626
PLEKHA1,hsa-miR-21-5p,0.917617234240606,-0.216624631682204,7.85917008334528e-07,8.23313201069554e-06
CBX1,hsa-miR-200a-3p,0.917170761193625,-0.124951300327244,0.00471396748456445,0.012568906654035
OTUD4,hsa-miR-106b-5p,0.917060026856152,-0.162214399433781,0.000234407019286855,0.00108371937271272
PCDHAC1,hsa-miR-106b-5p,0.916999973130849,-0.103077352224108,0.0198957915134506,0.0388139290304935
SERTAD2,hsa-miR-106b-5p,0.916787875399049,-0.111480280412643,0.0117602189388939,0.0258950399735029
SHANK2,hsa-miR-130b-3p,0.916735809183122,-0.247191834727549,1.54312720703734e-08,2.47311248228245e-07
FBXW11,hsa-miR-106b-5p,0.916603270350224,-0.20064472401712,4.95704436277428e-06,4.11505581715716e-05
C16orf70,hsa-miR-130b-3p,0.916173927992575,-0.160880810924038,0.000264212160977,0.00119501275237591
CRIM1,hsa-miR-16-5p,0.916162267114523,-0.101292062816433,0.0221508777775522,0.0420662595742669
RAP2C,hsa-miR-204-5p,0.916085878400322,-0.188217015900183,1.88236763557119e-05,0.000129143489148562
AKAP1,hsa-miR-199b-5p,0.915923533724358,-0.101509766426289,0.0218645185742966,0.0416589560452029
CDK17,hsa-miR-200b-3p,0.915427687983174,-0.205014270563791,3.0386642653846e-06,2.70420050474344e-05
MACF1,hsa-miR-138-5p,0.915281519857027,-0.105098571621344,0.0175863264323128,0.0353044131114136
BACH1,hsa-miR-135a-5p,0.914705387664845,-0.113234673205462,0.0104925460272059,0.0236915380453597
DHX15,hsa-miR-1-3p,0.91468325878595,-0.136170253793446,0.00205629480137269,0.00643797849421389
NR3C2,hsa-miR-153-3p,0.914680222195592,-0.107109948046015,0.0155242204514165,0.0320724410766713
BECN1,hsa-miR-30b-5p,0.91467221220437,-0.216399996722075,8.07334284224627e-07,8.43158521442362e-06
NPTN,hsa-miR-25-3p,0.914453321650762,-0.131137464882117,0.00300665246751557,0.00876647112308089
SEC24C,hsa-miR-33a-5p,0.914300449124463,-0.180818427209012,4.00242961588923e-05,0.000245657637074527
RHOB,hsa-miR-30b-5p,0.914276595986656,-0.139112927189804,0.00163701750795624,0.00536073372981809
CRIM1,hsa-miR-106b-5p,0.914205927067948,-0.266293752915597,9.98413309790826e-10,2.07236147781501e-08
YTHDF3,hsa-miR-106b-5p,0.913669629426129,-0.175111822468395,7.01908966331177e-05,0.000395654394600609
RAB5B,hsa-miR-106b-5p,0.913478597090027,-0.37203528501168,3.46253530616381e-18,2.21481050922286e-16
MTMR3,hsa-miR-106b-5p,0.913458483385181,-0.142706454393819,0.00123180602519955,0.00425499037791896
NEDD4L,hsa-miR-93-5p,0.913344048627772,-0.173337370715991,8.32911598653169e-05,0.000456143736199165
RARB,hsa-miR-200a-3p,0.913301271598891,-0.104783987946098,0.0179296095921869,0.0358494976933025
AMOTL2,hsa-miR-30b-5p,0.913257045937594,-0.111263534867147,0.0119258769341502,0.0261742782192908
ADAM9,hsa-miR-30b-5p,0.913149211252997,-0.173727625466109,8.02262647092978e-05,0.000441906219897966
WWP1,hsa-miR-21-5p,0.913133999305473,-0.300511460821892,4.18809968267367e-12,1.30279090451865e-10
LURAP1L,hsa-miR-16-5p,0.91289188368945,-0.137892650350206,0.00180032167580918,0.00579111647748279
PUM1,hsa-miR-142-3p,0.912733555511053,-0.144236402220922,0.00108916672395692,0.00385393211402003
SKI,hsa-miR-106b-5p,0.912606252078066,-0.142051644779865,0.00129795615936913,0.00444061190059661
ZCCHC24,hsa-miR-204-5p,0.912573648011628,-0.228355484974762,1.85432132009767e-07,2.2898392759928e-06
DPYSL2,hsa-miR-130b-3p,0.912163624647402,-0.207321798780139,2.3365603456795e-06,2.15139832485794e-05
PRKCE,hsa-miR-200a-3p,0.911889394670299,-0.108247740147282,0.0144543089329914,0.0303643102777698
ARFGEF1,hsa-miR-215-5p,0.911828737957835,-0.107930803243078,0.0147456210348249,0.0308309856593121
AP3D1,hsa-miR-1-3p,0.911636683656934,-0.122688813507168,0.00553047816202944,0.014279520848057
CPEB2,hsa-miR-153-3p,0.911620117117557,-0.131438629380906,0.00294011527184243,0.0086084169923717
UBE4A,hsa-miR-1-3p,0.911560916268799,-0.107339759570154,0.0153026838681582,0.0317403540973074
SEC23A,hsa-miR-429,0.911523050689002,-0.272737755936058,3.76914293032467e-10,8.50254746935544e-09
LSM14A,hsa-miR-138-5p,0.911461336473515,-0.141099739317173,0.00139996337374625,0.0047240640573982
EDA,hsa-miR-16-5p,0.911427980507463,-0.154890337012772,0.000447195191324627,0.00184639377895688
ANO3,hsa-miR-16-5p,0.911369666268632,-0.152356814376992,0.000555552667241639,0.00220592986530993
ELF2,hsa-miR-21-5p,0.91135955559439,-0.204370805819965,3.26791957717237e-06,2.87860474214528e-05
DCUN1D4,hsa-miR-142-3p,0.911190098618635,-0.1770450637881,5.81409927577277e-05,0.000336839285203333
PTP4A1,hsa-miR-30b-5p,0.911171136035342,-0.175247354347289,6.92746697911416e-05,0.000391174646011538
DYNLL2,hsa-miR-130b-3p,0.910749400860361,-0.19172130602362,1.30325007266787e-05,9.4337146334391e-05
SETD3,hsa-miR-16-5p,0.910669307090557,-0.111168245006819,0.0119993571873209,0.026295714310383
YOD1,hsa-miR-21-5p,0.910341464357767,-0.185513321090778,2.488391258809e-05,0.00016350108716913
STIM2,hsa-miR-30b-5p,0.910233046990027,-0.11314813132291,0.0105521148107119,0.0237963718024027
ELL2,hsa-miR-211-5p,0.910179563518992,-0.10283152523326,0.0201939348002392,0.039251539843773
ARSJ,hsa-miR-181b-5p,0.910121908280473,-0.137801640970487,0.00181308013700348,0.00582181607019398
LDLRAD4,hsa-miR-130b-3p,0.910094295067095,-0.157845217772835,0.000345761236742644,0.00149234033356603
LRIG1,hsa-miR-16-5p,0.909836862865025,-0.116635545562862,0.00837557344323834,0.0198318127643447
MAP3K3,hsa-miR-106b-5p,0.909679559162429,-0.139830917345155,0.00154739968654988,0.00512577006623467
PCDH17,hsa-miR-30b-5p,0.909612263289313,-0.140558878736976,0.00146115611578195,0.00489832448284202
COBLL1,hsa-miR-16-5p,0.909231322425704,-0.18624167407874,2.30905366227838e-05,0.000153527920395421
SLC20A2,hsa-miR-16-5p,0.909004934923031,-0.125622929254179,0.00449346106761233,0.0121017908473679
ARSJ,hsa-miR-181a-5p,0.908946863947767,-0.104868247041481,0.0178370944056621,0.0357039366781707
HIVEP2,hsa-miR-130b-3p,0.908786519110868,-0.185558729346971,2.47683514005467e-05,0.000162852570227059
MED13,hsa-miR-429,0.908732158027997,-0.144614235008756,0.00105636834635003,0.00375806993516942
CCND1,hsa-miR-106b-5p,0.908582519955879,-0.169477025074901,0.00012016293905356,0.000620707448475755
ZFYVE9,hsa-miR-106b-5p,0.908524874049185,-0.192025862944434,1.26186481670326e-05,9.17425030934844e-05
DYNC1I1,hsa-miR-155-5p,0.908139679446101,-0.11199351102404,0.0113760472537618,0.0252303073157332
ZEB2,hsa-miR-141-3p,0.908007902522196,-0.145799324112238,0.000959313230149067,0.0034744324423561
VANGL1,hsa-miR-106b-5p,0.907984463374503,-0.101867114272559,0.0214014375822203,0.0409854996708728
EXOC5,hsa-miR-130b-3p,0.907827055522286,-0.100148739639987,0.0237087508775131,0.0442547197060505
KPNA4,hsa-miR-106b-5p,0.907794325283361,-0.124260290013545,0.00495098564383848,0.0130763344266954
S1PR1,hsa-miR-130b-3p,0.907479333010447,-0.294711603124561,1.1167783591059e-11,3.25062066835313e-10
PCDHAC2,hsa-miR-106b-5p,0.907469637193242,-0.144192322138206,0.00109305372838673,0.00386391124503422
EDA,hsa-miR-15a-5p,0.907361825405764,-0.124730927063715,0.00478841953757187,0.0127229312137935
MAPRE3,hsa-miR-106b-5p,0.907324021162929,-0.124880323740201,0.00473783172878029,0.0126180226839333
CCSER2,hsa-miR-106b-5p,0.907208836799565,-0.198932320966614,5.98771585829752e-06,4.83087588225671e-05
PHF3,hsa-miR-130b-3p,0.90716189351405,-0.184384934591049,2.79253455662042e-05,0.000180316164783198
NUS1,hsa-miR-30b-5p,0.907026084049439,-0.153767303983584,0.000492541799965117,0.00199845429246913
COPS2,hsa-miR-15a-5p,0.906922683883583,-0.123609418588633,0.00518400845794528,0.0135668864918132
GID4,hsa-miR-21-5p,0.906898654390272,-0.367684670793162,9.02886730929338e-18,5.51944609261862e-16
DPYSL2,hsa-miR-30b-5p,0.906793760327789,-0.209912242226868,1.73355779352055e-06,1.65726880466331e-05
FOXP1,hsa-miR-181b-5p,0.906716108641698,-0.13808296060247,0.00177390787666984,0.00571948450252552
PDE7B,hsa-miR-138-5p,0.906353153071892,-0.203034718788096,3.79788540869515e-06,3.27085951522737e-05
EPC2,hsa-miR-130b-3p,0.906282961521815,-0.207909112870831,2.18437989463188e-06,2.02705853849434e-05
MYCN,hsa-miR-106b-5p,0.906274428015417,-0.0979088769512731,0.0270370318523365,0.0489153899102801
