GeneSymbol,miRNA,mirDIPscore,r_values, p_values,false_discovery_rate
ZFP2,hsa-miR-199a-5p,0.707942596853917,-0.160691043797239,0.000268730523669826,0.00121223225949422
PPM1A,hsa-miR-34a-5p,0.707877786972887,-0.13667094763207,0.00197864909240058,0.0062420923075304
WAC,hsa-miR-154-5p,0.707875868758334,-0.121775244273446,0.00589475846278223,0.0150153716832169
SPIN1,hsa-miR-33b-5p,0.707840786231822,-0.101411902736415,0.0219928450112093,0.0418429289982964
CNOT7,hsa-miR-429,0.707836241638487,-0.133197214433457,0.00257762972458751,0.00773346095804553
KANK2,hsa-miR-429,0.707762339728424,-0.148170350079632,0.000789380349561519,0.00295271379463349
ADCY9,hsa-miR-142-3p,0.70773519590318,-0.177737396418557,5.43222709757082e-05,0.000317861441606274
ERG,hsa-miR-200a-3p,0.70772831038733,-0.245942218083407,1.83170409570657e-08,2.89319807559057e-07
THRA,hsa-miR-93-5p,0.707710031140659,-0.118157159379402,0.0075585147756472,0.018282616170053
INHBB,hsa-miR-362-3p,0.707659293296884,-0.139483834873117,0.00159014363121734,0.0052347453171389
HABP4,hsa-miR-106b-5p,0.707633892760428,-0.117030081672668,0.00815648503983812,0.019420170249003
DIAPH1,hsa-miR-214-3p,0.707621296523108,-0.218069338246618,6.60665892909751e-07,7.07448225658259e-06
CDC73,hsa-miR-590-3p,0.707617174693935,-0.10760989052987,0.0150458316882969,0.0313332011931936
FAM168B,hsa-miR-141-3p,0.707581825099882,-0.121689055296838,0.00593021505365824,0.0150838093230673
PPP1R18,hsa-miR-200c-3p,0.707513734315548,-0.194788608123684,9.39443795695352e-06,7.12883519525886e-05
HBEGF,hsa-miR-760,0.707477927010175,-0.103073191793337,0.0199008053083905,0.0388210965616011
SEMA3F,hsa-miR-429,0.707455059412349,-0.121044066385279,0.00620169261139392,0.0156153222260594
GAB1,hsa-miR-429,0.70737653707887,-0.155796851951816,0.000413458269915499,0.00173165074829947
IFNAR1,hsa-miR-141-3p,0.707366778544163,-0.17588794354497,6.50947605718345e-05,0.000370823759222463
PHF20,hsa-miR-135a-5p,0.707363720120845,-0.108342908317958,0.0143678288303745,0.0302231763374909
DYRK2,hsa-miR-429,0.707363454867014,-0.108697499113509,0.0140496023251357,0.0296852324281985
RNF38,hsa-miR-342-3p,0.707278771006593,-0.101339025293327,0.0220888314614283,0.0419759395129379
CTDSPL2,hsa-miR-508-3p,0.707251776668395,-0.110099915333989,0.0128509720275132,0.0277124056963135
FRMD4A,hsa-miR-200b-3p,0.707234480324086,-0.126523262509226,0.00421248885057772,0.011491943393863
CELF2,hsa-miR-452-5p,0.707188910137425,-0.0989894467655878,0.0253842716507711,0.0466150117157679
SLC19A2,hsa-miR-215-5p,0.707161137871984,-0.131609648042874,0.00290293073636459,0.00852322772015709
PTGFR,hsa-miR-15a-5p,0.707160770363541,-0.115319089364205,0.0091450747429735,0.0212714419374204
PLCB1,hsa-miR-142-3p,0.707150557129297,-0.190750405397109,1.44397331812897e-05,0.000102904024781023
FAM122B,hsa-miR-204-5p,0.707137772432033,-0.123094087075342,0.00537546450094724,0.013968274127983
SLC23A2,hsa-miR-193a-3p,0.707076666490949,-0.0977260361201738,0.027325663661346,0.0493036720445648
JADE2,hsa-miR-149-5p,0.707045676068857,-0.117585501458798,0.00785672531877784,0.018866911827756
ZADH2,hsa-miR-21-5p,0.706972045145829,-0.422286564791257,1.79077126091867e-23,1.89378259297072e-21
TAOK1,hsa-miR-106b-5p,0.706891339865713,-0.165505237866094,0.000173766882389693,0.000846589983537749
KPNA6,hsa-miR-215-5p,0.706588341523691,-0.144840885263928,0.00103713330678687,0.00370328063791278
CCDC82,hsa-miR-200c-3p,0.706512227977005,-0.130065937962189,0.00325464267590873,0.00933963749555166
KMT2E,hsa-miR-200c-3p,0.706490842170219,-0.101031757614716,0.0224975378094886,0.042576700348186
PJA2,hsa-miR-590-3p,0.706467324787769,-0.167862016958328,0.000139747892648604,0.000704541946294943
GPC3,hsa-miR-1271-5p,0.706456763308629,-0.0993862090907414,0.0247996808004763,0.0457764735726881
MORF4L1,hsa-miR-142-3p,0.706294143155071,-0.118091076455451,0.00759246247368204,0.0183517078529595
PTPN9,hsa-miR-590-5p,0.706269382282326,-0.138094748720684,0.00177228350499138,0.00571583718617006
TMEM38B,hsa-miR-376c-3p,0.706223496690413,-0.128079717984719,0.00376400033427333,0.0105053178239669
NFYA,hsa-miR-200c-3p,0.706171272722927,-0.119680050957589,0.00681286240285604,0.0168309720419832
RBM15B,hsa-miR-106b-5p,0.706161008509142,-0.114095072228777,0.0099163440816227,0.022673194832675
TJP1,hsa-miR-185-5p,0.706139160852337,-0.12362468077386,0.00517843311270233,0.0135541317230218
GAB1,hsa-miR-141-3p,0.706051563113824,-0.100042732180517,0.0238578836741438,0.0444643469694371
ZBTB34,hsa-miR-215-5p,0.706039671102762,-0.20539772938797,2.90944701084358e-06,2.61004801447051e-05
ITPR1,hsa-miR-576-5p,0.705974312673768,-0.184956567028475,2.63430366771948e-05,0.000171455431668681
ARL5A,hsa-miR-429,0.705959522616723,-0.108902690967088,0.0138683006026407,0.0293846552589254
IFIT5,hsa-miR-590-3p,0.705914459425189,-0.169111056336606,0.000124360513981846,0.00063965349446112
KMT5A,hsa-miR-204-5p,0.705868119681312,-0.159632599252283,0.000295285369699718,0.00131079753636365
SHANK2,hsa-miR-138-5p,0.705859762213533,-0.108665375094494,0.0140781742280033,0.0297315098608805
AEBP2,hsa-miR-429,0.705850257075953,-0.0981370110779001,0.0266805828558311,0.0484231854890179
VEZF1,hsa-miR-106b-5p,0.705786954577049,-0.251470132344794,8.51964047311758e-09,1.45300950838965e-07
FAM135A,hsa-miR-590-3p,0.705738546197459,-0.152564781764751,0.000545813879763999,0.00217411240627181
NFIA,hsa-miR-21-5p,0.705733576908873,-0.320279500589265,1.25070975412154e-13,4.87762367781314e-12
PLXNA2,hsa-miR-30b-5p,0.705708584835459,-0.122197118054364,0.0057239406932239,0.0146744278317783
PRKCE,hsa-miR-146a-5p,0.705700646693805,-0.115164409815882,0.00923949894955108,0.0214420180354343
CAMSAP2,hsa-miR-590-3p,0.705652260159341,-0.142442225913562,0.00125811612651134,0.00432858608728622
PLA2G12A,hsa-miR-590-3p,0.70553817962063,-0.192653344304021,1.18050624838698e-05,8.65549522965289e-05
GMFB,hsa-miR-106b-5p,0.705508430270772,-0.183995815079239,2.90535405195498e-05,0.000186665083609396
MAPK10,hsa-miR-495-3p,0.705428806380202,-0.133090349298761,0.00259843691985031,0.00778500524070839
NR3C2,hsa-miR-28-3p,0.70540945094971,-0.282696206346567,7.94713876810359e-11,2.05880576264112e-09
SLC35B4,hsa-miR-1-3p,0.705344109536749,-0.102407998802797,0.0207167173648763,0.0399927083446959
ATP1B1,hsa-miR-335-5p,0.705268791731746,-0.157189286685034,0.000366223414781768,0.00156503824406787
DIXDC1,hsa-miR-200c-3p,0.705222786978751,-0.171687862551951,9.7506161687381e-05,0.000520562399838713
TMEM25,hsa-miR-93-5p,0.705221658428954,-0.130420526419068,0.00317059339726449,0.00914691016979444
ATXN1L,hsa-miR-106b-5p,0.705148584929291,-0.256520743677318,4.1658885096736e-09,7.59907954953571e-08
SERINC1,hsa-miR-200b-3p,0.705139875699416,-0.148138338315578,0.000791476140868488,0.00295883439007385
MTAP,hsa-miR-21-5p,0.705134254422053,-0.115540397071681,0.00901147078115542,0.0210180432658812
RPRD1A,hsa-miR-21-5p,0.705023592896689,-0.343309474663235,1.49041471116595e-15,7.21578427626968e-14
JADE2,hsa-miR-193a-3p,0.704960123395323,-0.118376703404246,0.00744670410869884,0.0180679722505957
TNS3,hsa-miR-141-3p,0.704956899659351,-0.106693404059488,0.0159329458446876,0.032700025322477
PAPSS1,hsa-miR-590-3p,0.70493864705373,-0.201377570414685,4.56980661310278e-06,3.84760619276293e-05
CAND1,hsa-miR-590-3p,0.704899934576406,-0.108697375841891,0.0140497118683816,0.0296843816151522
MTF2,hsa-miR-10a-5p,0.704860713663264,-0.139703174344691,0.00156300728638923,0.00516565973079283
KIF3B,hsa-miR-15a-5p,0.704630421654656,-0.116708407048727,0.00833472214187611,0.0197512243368234
ROCK1,hsa-miR-196b-5p,0.704602662547574,-0.106200934603847,0.0164283164351588,0.0334984156983612
DCAF8,hsa-miR-130b-3p,0.704600098130177,-0.112958613099998,0.0106836132472374,0.0240274680774702
ANKFY1,hsa-miR-193a-3p,0.704597169582334,-0.13690627106508,0.00194309108658457,0.00615504607870743
LHX6,hsa-miR-200a-3p,0.704562407736662,-0.244803163829851,2.13977987828698e-08,3.32097302839864e-07
EP300,hsa-miR-429,0.704374704021707,-0.163656828289003,0.000205727001084988,0.000973968609960337
FYCO1,hsa-miR-130b-3p,0.704334208856627,-0.20170494081817,4.4063192962791e-06,3.72728464026891e-05
RAB8B,hsa-miR-200b-3p,0.704245112446927,-0.0993480573612671,0.0248553838895095,0.0458530045701626
PDP1,hsa-miR-215-5p,0.7041840890611,-0.195993960826085,8.24886165770784e-06,6.36962531548103e-05
LEPROTL1,hsa-miR-214-3p,0.704157335958481,-0.141063946903543,0.00140393894580557,0.00473389594495348
RBMS1,hsa-miR-141-3p,0.704090823568913,-0.148367589630456,0.000776580086614729,0.00291197608131097
MTCL1,hsa-miR-141-3p,0.703833821153158,-0.208407829024605,2.06265071013687e-06,1.92798905423643e-05
ST3GAL2,hsa-miR-200b-3p,0.703822725610956,-0.343435406485364,1.4532409507275e-15,7.04758438791185e-14
GPN1,hsa-miR-15a-5p,0.703821747830956,-0.114903273601514,0.00940087944550973,0.0217399219010837
PCYT1B,hsa-miR-204-5p,0.703772125554869,-0.104602561491541,0.0181302369196849,0.036153349843823
DLST,hsa-miR-16-5p,0.703752379316763,-0.106535834987403,0.0160899991868597,0.0329406936461844
MCC,hsa-miR-429,0.703688303056885,-0.131592232801533,0.00290669765887434,0.00853255853036689
PHYHIPL,hsa-miR-653-5p,0.703675312298609,-0.130840462308895,0.00307360862838448,0.00892040477489174
PPP1R12B,hsa-miR-181b-5p,0.703670283112597,-0.105673799742267,0.0169734545460346,0.0343561339670607
TP53INP2,hsa-miR-93-5p,0.703625190036729,-0.135590111724006,0.00214974077231139,0.00667107841754248
ENPP4,hsa-miR-590-3p,0.70356081433608,-0.203366592876727,3.65905922583801e-06,3.16730160261855e-05
DDX3X,hsa-miR-215-5p,0.703494608847709,-0.151969517097131,0.000574120605618988,0.0022666122240537
SPRED1,hsa-miR-200b-3p,0.703469858411694,-0.154157697191922,0.000476314446288969,0.00194555331532383
LASP1,hsa-miR-106b-5p,0.703415388177772,-0.116358877162896,0.00853232450644544,0.0201256746168922
DIP2B,hsa-miR-30b-5p,0.703403976229911,-0.13814718940742,0.00176507382611285,0.00569956321584241
CBX7,hsa-miR-193a-3p,0.703380664483506,-0.165337891028702,0.000176456446998887,0.000856955859243865
ZNF131,hsa-miR-429,0.70335326527956,-0.103034374574293,0.0199476375199771,0.0388928160116728
ACTR3,hsa-miR-429,0.703333142228092,-0.193981333245607,1.02447615311972e-05,7.66766547584372e-05
CPEB2,hsa-miR-136-5p,0.703155084835385,-0.112523991510841,0.0109906786928961,0.0245503754846679
OSER1,hsa-miR-342-3p,0.703000255762657,-0.201474829716109,4.52064041119029e-06,3.81174800688082e-05
ZNF704,hsa-miR-21-5p,0.702951351074897,-0.445123771911899,3.45643727516407e-26,4.47117047559098e-24
LATS2,hsa-miR-200b-3p,0.702864539720005,-0.294839197965214,1.09319868668181e-11,3.19321379110327e-10
ATMIN,hsa-miR-429,0.702842900855152,-0.150576477291085,0.000645774818294967,0.0024979392721811
SOX6,hsa-miR-21-5p,0.702746507951932,-0.30731303967518,1.28889296755421e-12,4.3426914134361e-11
PRKCE,hsa-miR-146b-5p,0.702734447931215,-0.115839529098147,0.00883364681515986,0.0206806987116689
HCFC2,hsa-miR-130b-3p,0.702690907439276,-0.137374545470418,0.00187406791485287,0.00597461313153808
RAPGEF2,hsa-miR-16-5p,0.702650466861722,-0.11802104973031,0.00762858482150898,0.0184259542396062
CEP120,hsa-miR-141-3p,0.702649896766988,-0.160210565942312,0.000280495684436319,0.00125621064798958
RNF38,hsa-miR-429,0.702631479154989,-0.105988557293259,0.0166460746610272,0.0338471653374475
RSBN1,hsa-miR-21-5p,0.70256499139863,-0.266373100759921,9.8666333580221e-10,2.05164673921093e-08
ZBTB10,hsa-miR-142-3p,0.702552464703042,-0.24553393199577,1.93684009653753e-08,3.0402033817597e-07
ATP1A2,hsa-miR-106b-5p,0.702544018038388,-0.131044020781656,0.00302757404195672,0.00881195485322124
MYEF2,hsa-miR-199a-5p,0.702519728106645,-0.280667186828497,1.09688325644357e-10,2.75539188780351e-09
SLC24A4,hsa-miR-200b-3p,0.702419908050492,-0.105130034299839,0.0175523114789831,0.0352483385348267
PAX8,hsa-miR-330-5p,0.702278721867578,-0.114250025737598,0.00981561316276504,0.0224845728816491
ESRP1,hsa-miR-16-5p,0.702238669021416,-0.205064265203432,3.02151119906634e-06,2.69141527028447e-05
BTBD7,hsa-miR-142-5p,0.702226744516193,-0.301511423401935,3.52864259249894e-12,1.10716242782646e-10
CEP170,hsa-miR-135a-5p,0.702209941752884,-0.100569822983288,0.0231243005944986,0.0434605498125742
PLXNA2,hsa-miR-199b-5p,0.702183935941813,-0.0992926323427522,0.0249364991522053,0.0459660644540577
PTPN9,hsa-miR-21-5p,0.702141897189517,-0.275839819711591,2.3365220587691e-10,5.49317613600908e-09
PAK4,hsa-miR-199a-3p,0.702119039100774,-0.12797245087799,0.00379346167014259,0.0105697279207291
SLC25A12,hsa-miR-224-5p,0.702110181686133,-0.136158799630738,0.00205810323808807,0.00644190034930823
TOB2,hsa-miR-34a-5p,0.702094809930449,-0.285710382768294,4.9001202831696e-11,1.30682543084885e-09
METAP2,hsa-miR-506-3p,0.702085663619722,-0.118211532396155,0.00753068443741907,0.0182259498488905
RGL1,hsa-miR-30b-5p,0.702037722541331,-0.248643937193635,1.2629163982548e-08,2.06340261543175e-07
GNAI1,hsa-miR-590-3p,0.702024708338108,-0.184824423766847,2.67010768721003e-05,0.000173376852763812
SLC25A44,hsa-miR-130b-3p,0.70197167211255,-0.195432791449081,8.76457283159703e-06,6.71861138547739e-05
ITSN1,hsa-miR-141-3p,0.701968256626306,-0.12037259762876,0.00649611942766671,0.0161934344055192
MAPRE1,hsa-miR-122-5p,0.701917589551974,-0.199751608836368,5.4713991748913e-06,4.48296455743377e-05
GGNBP2,hsa-miR-507,0.701894082167845,-0.173006552516515,8.5975335092708e-05,0.000468541198386876
VPS26B,hsa-miR-30b-5p,0.701892919917778,-0.224309981234912,3.07861170268623e-07,3.60356659526896e-06
KDM6A,hsa-miR-590-3p,0.701845106849463,-0.1242662089686,0.00494891060868892,0.0130714496587498
KIF13A,hsa-miR-200b-3p,0.701693587101423,-0.123658464454857,0.00516611099103045,0.0135273782475674
MAT2B,hsa-miR-335-5p,0.701683214454293,-0.117007879638295,0.00816867681552837,0.0194468013440229
MTURN,hsa-miR-93-5p,0.701632861476449,-0.15214667252728,0.000565556995176791,0.00223905725138431
PTP4A1,hsa-miR-429,0.701613778987034,-0.110972296297356,0.0121517164602837,0.0265482821727446
BCL2L1,hsa-miR-342-3p,0.70158937606748,-0.127336474038091,0.00397246766857808,0.0109625513153583
XKR8,hsa-miR-200c-3p,0.701578028134223,-0.150756397142056,0.000636075153766105,0.00246651110436511
YWHAE,hsa-miR-199b-3p,0.701522249165448,-0.113568194780949,0.0102657557243087,0.0232919896348201
MFAP3L,hsa-miR-376c-3p,0.701514988756511,-0.140267449146382,0.00149513815653422,0.00498829431422504
THRB,hsa-miR-450b-5p,0.701457220895473,-0.102910086927307,0.0200982339649585,0.0391206320619988
LCA5,hsa-miR-200b-3p,0.701454448497358,-0.138485259942846,0.00171923664789047,0.005578594167341
SOX7,hsa-miR-21-5p,0.701428635932183,-0.235523236869,7.37848782149438e-08,1.00399208148048e-06
PUM1,hsa-miR-30b-5p,0.701339683829967,-0.169020975204675,0.000125414655962742,0.000643818394753525
RORC,hsa-miR-93-5p,0.701279027668748,-0.136310707323008,0.00203423722221707,0.00638409481311811
MAPK10,hsa-miR-193a-3p,0.701277447356424,-0.127901668379182,0.00381301662271603,0.0106114591434742
MMP16,hsa-miR-429,0.70123119614128,-0.109785913385174,0.0131112138076674,0.0281468715109753
LANCL1,hsa-miR-21-5p,0.701215578182814,-0.171394756918324,0.000100259727869912,0.000532955448709355
GID4,hsa-miR-33a-5p,0.701168214395483,-0.18583595904371,2.40737846201264e-05,0.000159061774269895
SGMS1,hsa-miR-590-3p,0.700994154344985,-0.18998101495716,1.56563089135449e-05,0.000110298914759978
MARF1,hsa-miR-429,0.700973522519476,-0.185266068703093,2.55221811266074e-05,0.000166937777533206
CADM1,hsa-miR-10a-5p,0.700937571497067,-0.12797421490677,0.00379297548770081,0.0105693896061894
TEAD1,hsa-miR-185-5p,0.700911784365211,-0.100867419250198,0.0227188075551328,0.0429057813131618
RNFT1,hsa-miR-141-3p,0.700891204432392,-0.200828485346946,4.85710183529721e-06,4.04716245551994e-05
PIP4K2B,hsa-miR-429,0.700799359105076,-0.197757558009286,6.80980904887409e-06,5.39204800275087e-05
WFS1,hsa-miR-106b-5p,0.700727396320661,-0.110573533758187,0.0124670608763019,0.0270729067454636
PRKAR1A,hsa-miR-155-5p,0.700627550266573,-0.119581212470395,0.00685917804347662,0.0169179877151862
HNRNPK,hsa-miR-429,0.700624621973502,-0.190809985050978,1.43493728927508e-05,0.000102335582616879
MAML3,hsa-miR-130b-3p,0.700564834905469,-0.243460967934074,2.5673971642196e-08,3.90310943371203e-07
MBTD1,hsa-miR-590-3p,0.70055103797007,-0.107092868390638,0.0155407968901578,0.0320963894205395
MSL2,hsa-miR-590-3p,0.700539753872647,-0.176738034862691,5.99143974097413e-05,0.000345455797564296
STON1,hsa-miR-155-5p,0.70037367803559,-0.137063513781776,0.00191965834471972,0.0060904733975771
BNC2,hsa-miR-200a-3p,0.700359703093783,-0.119048461827821,0.00711371604547219,0.017415347166943
TANK,hsa-miR-30b-5p,0.700331795149396,-0.158957574042226,0.000313479781435497,0.00137659085910486
NIN,hsa-miR-429,0.700321681397534,-0.218827043192218,6.02883333580743e-07,6.53788672134602e-06
GNPDA2,hsa-miR-106b-5p,0.700316754174435,-0.146579618839985,0.000899978658830549,0.00329474539075077
RAB5B,hsa-miR-130b-3p,0.700284907520178,-0.307543388860853,1.23779748787641e-12,4.1851337527226e-11
EPB41L5,hsa-miR-130b-3p,0.700218235106478,-0.244092088299449,2.35692486424269e-08,3.61825644889565e-07
FUT9,hsa-miR-34a-5p,0.700212697944802,-0.109620193044444,0.0132504257669159,0.0283658692898825
PPIC,hsa-miR-204-5p,0.700204294617435,-0.387630646506137,9.87799553058984e-20,7.46352555513025e-18
SGCD,hsa-miR-204-5p,0.7001802417723,-0.182456279279406,3.39550253053426e-05,0.000213702356247265
ZCCHC3,hsa-miR-185-5p,0.700130097473168,-0.176310466586194,6.24692708441307e-05,0.000357907758198139
PLEKHF2,hsa-miR-130b-3p,0.700120939555957,-0.202675745623345,3.95371058314565e-06,3.39044926998872e-05
EIF4G2,hsa-miR-507,0.700107091404359,-0.103063019087011,0.0199130692153398,0.0388384834274603
ANKRD17,hsa-miR-142-5p,0.700092759335842,-0.123025481038735,0.00540142751435081,0.0140181399708409
MOB3B,hsa-miR-130b-3p,0.699953784570805,-0.321300981576577,1.03570462475179e-13,4.07754411448114e-12
RAPGEF2,hsa-miR-106b-5p,0.699938627676251,-0.256135542374556,4.40191357123976e-09,7.99940259870384e-08
NUP133,hsa-miR-130b-3p,0.699923193191296,-0.153322480503982,0.000511657470577109,0.00206287181344578
ROCK2,hsa-miR-106b-5p,0.699908724952984,-0.164396945852517,0.00019232030036703,0.00092072703977784
KATNAL1,hsa-miR-200c-3p,0.699874823653196,-0.203098422849681,3.77085284475206e-06,3.25096010020221e-05
SESN1,hsa-miR-21-5p,0.699867505168443,-0.108520167420452,0.0142079644037622,0.029951038496966
RGS5,hsa-miR-590-3p,0.699752841864845,-0.149607788404483,0.000700397089437047,0.00267670875682949
GOLGA1,hsa-miR-200c-3p,0.699670775395749,-0.159064740438457,0.00031052303292332,0.00136536564763248
SLC37A3,hsa-miR-1-3p,0.699617709708278,-0.0988910989120138,0.0255310032287461,0.0468325252403931
PLPP3,hsa-miR-224-5p,0.699611855482921,-0.14625041916596,0.000924585262433476,0.0033705622718208
ARPP19,hsa-miR-130b-3p,0.699479699528387,-0.274462337456822,2.89142035586591e-10,6.67853391358451e-09
DOCK4,hsa-miR-590-3p,0.699473731162242,-0.135972408839088,0.00208773667076923,0.00651670311845804
LIMK2,hsa-miR-135a-5p,0.699420563294176,-0.128631069878221,0.00361581566657715,0.0101691147837512
MIA3,hsa-miR-30b-5p,0.699279747115486,-0.263938612712339,1.41626345119938e-09,2.85084066871527e-08
NSF,hsa-miR-33a-5p,0.699270742590829,-0.106736709356803,0.0158900184157378,0.0326350381841892
EIF4EBP2,hsa-miR-330-3p,0.699244039071923,-0.118807967599315,0.00723136457921202,0.0176467112795824
KANK2,hsa-miR-200b-3p,0.69918810189185,-0.26861281937268,7.0525718219577e-10,1.50096456365002e-08
SLC25A44,hsa-miR-335-5p,0.699183368735672,-0.166356087819767,0.000160676686894078,0.000793082456089641
ZFP36L2,hsa-miR-590-5p,0.699053393374941,-0.176738376707793,5.99123948068424e-05,0.000345478623473158
CDKN1A,hsa-miR-130b-3p,0.69897988943886,-0.0990369670064062,0.0253136341995388,0.046520674130653
GFI1,hsa-miR-200c-3p,0.698957146801699,-0.0997368890704375,0.0242927033449495,0.0450703567168214
DICER1,hsa-miR-590-3p,0.698920962218536,-0.132643021393793,0.00268720617552582,0.00800132238380236
CREBRF,hsa-miR-224-5p,0.698902252948495,-0.123103978868228,0.00537173036955432,0.0139604488163763
AFF4,hsa-miR-429,0.698859155857694,-0.123293660355616,0.00530057630073337,0.0138126942441909
ATXN1,hsa-miR-211-5p,0.698821489586986,-0.0981603100690101,0.0266444080420846,0.0483741955746117
C2orf69,hsa-miR-106b-5p,0.698741720247864,-0.165461199642173,0.000174470904460166,0.00084916331080066
C6orf62,hsa-miR-429,0.698701432098752,-0.174615739085549,7.36429583123792e-05,0.000412266005836118
MTMR12,hsa-miR-130b-3p,0.69863534010639,-0.331174285382802,1.61154237863929e-14,6.95920736717731e-13
RAB43,hsa-miR-149-5p,0.698524866654565,-0.16022112899397,0.000280231939558886,0.00125532048904213
SDC2,hsa-miR-93-5p,0.698444103187593,-0.107214387235417,0.0154231954045364,0.0319080898313098
ARID4A,hsa-miR-590-5p,0.698434760230084,-0.103409448660499,0.0194991075828533,0.0382331112351078
CNOT6,hsa-miR-590-5p,0.698411491920607,-0.131247061035763,0.00298228215208381,0.00870855913444483
KCNC4,hsa-miR-185-5p,0.69833946413477,-0.168752400204137,0.00012860761910677,0.000657356268107104
SP3,hsa-miR-590-3p,0.69821280557266,-0.102257503863698,0.0209052940766387,0.0402695547884777
FRMD4A,hsa-miR-138-5p,0.698192576510435,-0.164244118228804,0.000195019728536507,0.000931879852122427
MIB1,hsa-miR-590-3p,0.698176926347173,-0.216773509242547,7.72024441097754e-07,8.10811530813498e-06
ZDHHC7,hsa-miR-181b-5p,0.698154232436601,-0.122590276994603,0.00556877025625271,0.0143585584527505
PEAK1,hsa-miR-106b-5p,0.698148324322386,-0.127623683387752,0.00389070176605243,0.0107826051721
ADD3,hsa-miR-199a-3p,0.69812407198691,-0.113908538463505,0.0100388216519957,0.0228927183436361
PPM1A,hsa-miR-106b-5p,0.698092619556302,-0.272148318609789,4.12484387183337e-10,9.21527088464914e-09
METAP1,hsa-miR-330-5p,0.698015419934075,-0.13281573736771,0.00265260943366057,0.00791538938874365
LRP10,hsa-miR-122-5p,0.697977708927224,-0.115593898445805,0.00897943387158472,0.020953441067861
DRAM1,hsa-miR-136-5p,0.697784301134654,-0.102475215858144,0.0206329702752184,0.0398682238369607
ATL1,hsa-miR-200a-3p,0.697729719118459,-0.151876015026672,0.000578688838714416,0.00228045290236555
STARD13,hsa-miR-200b-3p,0.697606701628941,-0.271392526944648,4.62900727300339e-10,1.02311803108239e-08
SOCS6,hsa-miR-21-5p,0.697556032916379,-0.17848020567109,5.04891882009872e-05,0.000299025428013218
EFEMP2,hsa-miR-204-5p,0.697537060309499,-0.157597352716118,0.000353364864130979,0.00151904912384743
FAM107B,hsa-miR-429,0.697250751784535,-0.10236583021157,0.0207694067557853,0.0400663950965279
FSTL1,hsa-miR-200b-3p,0.69724697175544,-0.271410593497593,4.61628423618637e-10,1.02069522585605e-08
ABI3BP,hsa-miR-30b-5p,0.697162337789969,-0.140048619738689,0.00152113025776956,0.00505667262611139
HNRNPK,hsa-miR-200c-3p,0.697155949006247,-0.116932166813544,0.0082103752828167,0.0195228133336976
KITLG,hsa-miR-142-5p,0.697144890077508,-0.20433253614869,3.28206302459841e-06,2.88930656355449e-05
AFAP1L2,hsa-miR-30b-5p,0.697132823429213,-0.108327096426519,0.0143821656307529,0.0302467469312051
FAM8A1,hsa-miR-141-3p,0.697083665060434,-0.160423838975274,0.00027521522042702,0.00123600052936527
ZNF697,hsa-miR-106b-5p,0.697051939676965,-0.131746195909006,0.00287354901404157,0.00845109011930822
BOC,hsa-miR-155-5p,0.697009716883852,-0.187407449548735,2.04729441144747e-05,0.000138572049483521
C18orf25,hsa-miR-130b-3p,0.697007595610025,-0.18779050440699,1.96761734950242e-05,0.000133819881449644
SERPINE1,hsa-miR-30b-5p,0.696987690818092,-0.108728046331032,0.0140224802137249,0.02963765150867
RABGAP1,hsa-miR-146b-5p,0.696853843972034,-0.294821823695146,1.09638063866337e-11,3.19928313206906e-10
FBXO45,hsa-miR-30b-5p,0.69684858904387,-0.102962728237615,0.020034329369023,0.0390277038232971
NRBP1,hsa-miR-30b-5p,0.696815243775618,-0.377078655668603,1.1192468426179e-18,7.5072814544423e-17
ALDH5A1,hsa-miR-133a-3p,0.696738142865141,-0.124930904188009,0.00472081408415176,0.0125854247039531
HOOK1,hsa-miR-200c-3p,0.696724716750733,-0.118423882806074,0.00742287025822915,0.018019951873139
NCALD,hsa-miR-181b-5p,0.696717727415322,-0.161062585608779,0.000259950773747358,0.00117905151990982
GDI2,hsa-miR-429,0.696671867655035,-0.189970863331212,1.56729939435474e-05,0.000110403039798943
SLC33A1,hsa-miR-136-5p,0.696649244738911,-0.120963697011564,0.00623629051575012,0.0156867608820323
ITSN2,hsa-miR-130b-3p,0.696613880323321,-0.242416627571006,2.95621924988842e-08,4.44063400341839e-07
GOSR1,hsa-miR-146b-5p,0.696602157739322,-0.15710438445854,0.000368953006389173,0.00157426518170956
DMWD,hsa-miR-34a-5p,0.696545126122858,-0.140111785143912,0.00151358531712733,0.00503881705780257
SEMA3C,hsa-miR-181a-5p,0.696525231057761,-0.137870569237509,0.00180340961045586,0.00579847466302525
XIAP,hsa-miR-429,0.696440325326146,-0.134386827253375,0.00235604867566585,0.00719304624464661
CPED1,hsa-miR-429,0.696434938237077,-0.13117491226892,0.00299830519360839,0.00874697389618534
CHIC1,hsa-miR-590-3p,0.696430242068632,-0.190129306150339,1.54144965271702e-05,0.000108952956767439
HCFC2,hsa-miR-429,0.696426677260972,-0.127547489733036,0.00391224353762583,0.0108288413638413
CPED1,hsa-miR-200b-3p,0.696412965743752,-0.111909707730804,0.0114380080530211,0.0253396039620853
ATG13,hsa-miR-15a-5p,0.696384316452253,-0.122268758330188,0.00569537955910065,0.0146212571169885
MAPRE1,hsa-miR-590-3p,0.696314406711481,-0.116334718477963,0.00854613537878225,0.0201475905650148
ZBTB4,hsa-miR-138-5p,0.696309705324692,-0.142241054391121,0.00127849323218925,0.00438541603347487
